Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c3b2e799-5291-dc30-dbfc-679181de00aa,1958-08-26,,999-25-4120,S99931527,X89718194X,Mr.,Riley817,Langosh790,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,439 Yundt Well Unit 53,Hull,Massachusetts,Plymouth County,25023,02045,42.32911330105804,-70.93033893856888,79868.52,122643.51,69857
a08c883f-bdbd-7d0b-158d-17a69e78337b,1952-11-01,,999-14-7102,S99937372,X17545263X,Mr.,Adán600,Delrío329,,,M,asian,hispanic,M,Tegucigalpa  Francisco Morazán  HN,699 Schiller Row Unit 54,Norwood,Massachusetts,Norfolk County,25021,02090,42.221580248439025,-71.18108828973683,145871.93,57822.92,53484
0c664d64-f24f-fc6f-3f93-b9cf5b8e041b,1980-05-03,,999-38-9781,S99947554,X48698683X,Mr.,Chester802,Schneider199,,,M,white,nonhispanic,M,Belchertown  Massachusetts  US,911 Hahn Branch Suite 99,Barnstable,Massachusetts,Barnstable County,25001,02647,41.69216902662614,-70.30735344528583,34925.68,7584.48,27697
7ec34f99-4ae7-bb4c-cc1c-4ab0bc19784f,2008-06-12,,999-40-7241,,,,Pok428,Metz686,,,,white,nonhispanic,F,Everett  Massachusetts  US,184 Hauck Forge,Groveland,Massachusetts,Essex County,,00000,42.77964158567175,-71.02719205793963,23543.55,23898.85,236180
3b96797c-636a-ff31-2bf7-1d89b1583d42,1992-01-11,,999-51-8263,S99912931,X73916246X,Mrs.,Lorretta561,Rippin620,,White193,M,black,hispanic,F,Dracut  Massachusetts  US,871 Hamill Viaduct,Chicopee,Massachusetts,Hampden County,25013,01022,42.20875727085939,-72.56415615220209,11391.12,872833.82,5671
45aa9ffe-bb1e-c459-9f42-1944832cb8d1,1959-11-17,2019-10-23,999-12-5114,S99958400,X57520051X,Mrs.,Ciera654,Waelchi213,,Boyle917,M,white,nonhispanic,F,Conway  Massachusetts  US,964 Heidenreich Gate Unit 39,Marshfield Hills,Massachusetts,Plymouth County,25023,02051,42.13253967463435,-70.72014561632173,422596.58,1949808.75,146044
28889284-caae-a306-049b-a9b8780f07c5,1993-03-26,,999-67-6569,S99995871,X18269014X,Mrs.,Lurline371,Collier206,,Hettinger594,M,white,nonhispanic,F,East Bridgewater  Massachusetts  US,828 Olson Green Apt 83,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.48567011716198,-73.24916311793005,11922.86,507698.26,18535
0cf9b574-057c-624a-8353-a9373224612c,1996-04-16,,999-92-9219,S99951437,X20360022X,Mr.,Antony83,Turner526,,,,white,nonhispanic,M,Westborough  Massachusetts  US,533 Corkery Branch Apt 66,Springfield,Massachusetts,Hampden County,25013,01119,42.18037309002699,-72.60895859809413,6294.83,42972.49,1624
50c16763-5d84-2bfb-ceea-13012b603ea8,2000-05-14,,999-10-9914,S99922456,X10721336X,Mr.,Milton509,Wolff180,,,,white,nonhispanic,M,Boston  Massachusetts  US,214 Dickinson Promenade,Taunton,Massachusetts,Bristol County,25005,02718,41.89302763320957,-71.02139622802838,25606.79,6069.66,66918
f4f149b6-ac10-7ab8-ea5c-835bfcf6bafd,1949-01-08,,999-28-6830,S99939931,X52748791X,Mrs.,Racheal820,Maggio310,,Sauer652,D,white,nonhispanic,F,Monson  Massachusetts  US,846 Kunde Byway Suite 32,Lynn,Massachusetts,Essex County,25009,01901,42.462141491646136,-70.94308084019407,405450.19,276187.20,50281
15bce9e0-9c42-8982-ceba-6ed5d15e722a,1984-12-06,,999-48-9236,S99920168,X6689127X,Mr.,Haywood675,Tremblay80,,,M,white,nonhispanic,M,Andover  Massachusetts  US,599 Boyer Frontage road,New Bedford,Massachusetts,Bristol County,25005,02743,41.64564861224701,-70.91443066105028,35122.69,482.39,43790
7bb85f23-044b-1f92-3521-f2cf258601b0,1969-03-29,,999-63-8148,S99913651,X34046338X,Mrs.,Awilda854,Kassulke119,,Haag279,W,white,nonhispanic,F,Haverhill  Massachusetts  US,783 Cronin Stravenue,Wakefield,Massachusetts,Middlesex County,25017,01880,42.474366094471485,-71.0387592653048,295256.64,769374.69,134796
bcb06b48-9557-166b-3335-f067a4abd99c,1963-10-12,,999-66-5121,S99972759,X7520305X,Mr.,Dalton260,Tromp100,,,M,white,nonhispanic,M,Agawam  Massachusetts  US,352 Dibbert Port,Springfield,Massachusetts,Hampden County,25013,01118,42.03316663079803,-72.53116861123642,58134.20,148174.81,93811
f7875724-0d47-33b4-bb82-53c03c73aded,1981-07-03,,999-50-3418,S99977286,X46862039X,Mr.,Stanford577,Sanford861,,,M,black,nonhispanic,M,Holden  Massachusetts  US,270 Steuber Village,Holbrook,Massachusetts,Norfolk County,25021,02368,42.09894100632767,-70.99382639512045,4900.00,23997.48,17118
44c7c8a3-85fb-4736-4bd9-8a5640b5bbf8,1995-02-04,,999-10-7944,S99923826,X33723114X,Mrs.,Amalia471,Cervántez278,,Enríquez603,M,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,774 Hoeger Ranch Unit 44,Springfield,Massachusetts,Hampden County,25013,01109,42.11110289048044,-72.5217513860036,10007.19,424718.55,10113
07f6fec7-712a-d186-9e53-9c48e5e950af,1993-01-10,,999-45-7663,S99925210,X85100576X,Mrs.,Elba502,Shanahan202,,Bartoletti50,M,white,nonhispanic,F,Boston  Massachusetts  US,691 Casper Drive,Waltham,Massachusetts,Middlesex County,25017,02453,42.37632915927232,-71.1568789319554,236514.89,1291662.84,137194
116d28e7-4838-a916-a3fa-9b71db041f81,1961-02-07,2006-12-30,999-28-5452,S99977292,X31058965X,Mrs.,Genia944,Daugherty69,,Bergstrom287,M,white,nonhispanic,F,Gardner  Massachusetts  US,128 Marvin Avenue Suite 61,Newton,Massachusetts,Middlesex County,25017,02462,42.365596624878464,-71.19126545029705,164100.51,211559.75,903626
5fb5348e-9474-d0bb-ebbb-a0c84e611786,2014-06-12,,999-94-2543,,,,Melda993,Reynolds644,,,,white,nonhispanic,F,Swansea  Massachusetts  US,949 Ziemann View Apt 61,Taunton,Massachusetts,Bristol County,25005,02767,41.83293839929058,-71.03795134727868,12754.07,6205.89,74852
36aefbc4-a492-825a-a9fe-999acf78541d,2005-09-27,,999-29-7675,S99920949,,,Antoine384,Jones311,,,,white,hispanic,M,Agawam  Massachusetts  US,347 Corkery Junction Suite 53,Worcester,Massachusetts,Worcester County,25027,01605,42.238255189098126,-71.76694142683104,21343.15,0.00,61256
3d77cc0c-19f8-4fb7-6f19-1e70e2298636,1958-03-21,,999-82-4494,S99988306,X79648905X,Mrs.,Temple691,Flatley871,,Cremin516,D,white,nonhispanic,F,Fitchburg  Massachusetts  US,421 Jacobi Passage Apt 34,Mashpee,Massachusetts,Barnstable County,,00000,41.5838357713529,-70.47669012312073,331507.00,942681.35,939734
fdfd3f25-a99e-3730-01cf-fa9163b3517d,1959-11-17,,999-92-4466,S99989046,X27733817X,Mrs.,Alpha246,Cummerata161,,Waelchi213,M,white,nonhispanic,F,Everett  Massachusetts  US,744 Beier Trace,Marshfield Hills,Massachusetts,Plymouth County,25023,02051,42.097698598886396,-70.69105823402835,248300.84,384078.11,146044
184cf049-bb4e-91c1-0a44-41c9512eee0c,2021-09-22,,999-92-9666,,,,Bart73,Predovic534,,,,white,nonhispanic,M,Arlington  Massachusetts  US,864 Lind Park Apt 29,Amherst,Massachusetts,Hampshire County,,00000,42.335634701225636,-72.51972035219588,6199.43,602.83,111298
c61ebb68-6543-9601-ccbb-d83f68ee932c,1995-01-11,,999-32-7797,S99918329,X51688611X,Mrs.,Marilu588,Sánchez310,,Apodaca347,M,white,hispanic,F,Juarez  Chihuahua  MX,976 Wintheiser Heights,Lawrence,Massachusetts,Essex County,25009,01843,42.68106438808135,-71.1394386595867,166116.08,597326.13,122165
b4e1b430-6a3c-e695-6529-20c07a98a977,1961-02-07,,999-57-6039,S99988635,X53100042X,Mrs.,Elma843,Fritsch593,,Sipes176,D,white,nonhispanic,F,Wayland  Massachusetts  US,526 Dicki Mission Suite 91,Newton,Massachusetts,Middlesex County,25017,02472,42.342227727243205,-71.14810886727493,333890.82,746088.97,903626
d6df142d-d9d0-ffbc-e681-54d67f413a79,2021-09-05,,999-75-8050,,,,Leon728,Halvorson124,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,1039 Leuschke Harbor,Gardner,Massachusetts,Worcester County,25027,01440,42.59294037741373,-71.95992061538222,5682.80,0.00,84547
fcc90947-2e5f-e63a-0815-d22d499742db,1967-09-30,,999-37-2747,S99977772,X81133034X,Mr.,Anibal473,Glover433,,,D,white,hispanic,M,Natick  Massachusetts  US,475 Schuppe Quay Suite 81,Springfield,Massachusetts,Hampden County,25013,01104,42.10325853029286,-72.52529742737022,31157.63,471559.79,17796
cdf0a938-f80b-acca-22c8-d045702710fd,1967-05-16,2011-03-21,999-90-1098,S99919972,X89065464X,Mr.,Colton403,Abbott774,,,M,white,nonhispanic,M,Easthampton  Massachusetts  US,302 Purdy View Apt 52,Worcester,Massachusetts,Worcester County,25027,01545,42.33048427717394,-71.66855074966523,6641.88,60126.58,10705
f09be4f7-eb59-e9b5-2ecc-0c713c4b103a,2007-12-12,,999-30-6665,,,,Evonne919,Fahey393,,,,black,nonhispanic,F,Holden  Massachusetts  US,992 Hickle Wall Apt 53,Chicopee,Massachusetts,Hampden County,25013,01022,42.19590089661575,-72.56896093417538,38227.60,14572.95,110702
15d4a83b-8b3f-3623-311c-7e658afcdd29,1986-02-05,,999-81-5549,S99915618,X84344989X,Mrs.,Marguerita493,Lueilwitz711,,Kuhic920,M,white,nonhispanic,F,Framingham  Massachusetts  US,741 Muller Light Suite 73,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.979263817235164,-70.99424601095943,167608.55,518473.41,571269
65c747df-87f9-046a-c23a-bf118c503d6a,1966-05-15,,999-70-2599,S99975355,X59872708X,Mr.,Virgilio529,Cronin387,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,571 Bernhard Gardens Suite 30,Stoughton,Massachusetts,Norfolk County,,00000,42.16351870356602,-71.14408472555117,115738.87,84661.94,155989
1ab3f917-8f8c-6e79-e6a1-8f5388c5975e,1991-01-12,,999-26-8594,S99998235,X85264397X,Mr.,Reggie481,Glover433,PhD,,M,asian,nonhispanic,M,Mansfield  Massachusetts  US,1008 Conn Frontage road Suite 25,Concord,Massachusetts,Middlesex County,,00000,42.48919477982352,-71.39664339879423,28832.66,0.00,130165
6f230251-af2b-c675-9260-dde805f71777,1941-09-23,2001-12-07,999-52-2119,S99983277,X36545473X,Mrs.,Jeffie441,Mertz280,,Price929,M,black,nonhispanic,F,Wilbraham  Massachusetts  US,469 Fay Burg,Quincy,Massachusetts,Norfolk County,25021,02170,42.24240355665124,-71.05102639111846,145699.05,828209.63,39073
c07a6f3b-a008-257b-36bf-52faa0580281,1967-04-30,,999-78-4008,S99914937,X49968001X,Mrs.,Amiee221,Kub800,,Friesen796,M,white,hispanic,F,Somerville  Massachusetts  US,639 Wunsch Mews,Boston,Massachusetts,Suffolk County,25025,02127,42.42861558468183,-71.01775054459318,107186.27,1840310.87,19296
d4039c3f-78b0-9250-286f-ad44dda0e831,1976-11-08,,999-35-4808,S99940794,X24231494X,Mr.,Foster87,Stamm704,,,M,white,nonhispanic,M,Munich  Bavaria  DE,577 Heidenreich Stravenue Apt 38,Worcester,Massachusetts,Worcester County,25027,01545,42.30143791718085,-71.8465665325415,71445.20,16637.30,69878
5266e3c3-f649-bc4e-6ea1-fb6b0eb52e5f,1997-01-06,,999-20-2302,S99922091,X3298910X,Mr.,Clyde817,Hartmann983,,,,white,nonhispanic,M,Chatham  Massachusetts  US,894 Lind Estate,Boston,Massachusetts,Suffolk County,25025,02132,42.38062112797056,-70.94533528412298,5238.87,54586.09,20122
4feb1ffe-0b21-4100-f790-72614774d89c,1967-05-16,,999-47-1161,S99995621,X39179433X,Mr.,Myles862,Gusikowski974,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,246 Keebler Brook Unit 92,Worcester,Massachusetts,Worcester County,25027,01603,42.30243815864476,-71.68803207065075,15995.87,216711.43,10705
c08ec2b5-35bb-a502-70e3-1b353936c3be,2018-06-07,,999-86-9060,,,,Mattie544,Tremblay80,,,,white,nonhispanic,F,Merrimac  Massachusetts  US,689 Cassin Throughway,Franklin,Massachusetts,Norfolk County,25021,02038,42.078814985927075,-71.42118453451118,10162.64,0.00,101929
51047ed9-19d7-17cf-04ca-78e617a10aa2,1968-06-05,,999-23-1474,S99913619,X11379221X,Mr.,Forest317,Johns824,,,M,white,nonhispanic,M,Boston  Massachusetts  US,143 Cartwright Wall,Falmouth,Massachusetts,Barnstable County,25001,02540,41.58771145589385,-70.61907228665983,17021.42,194022.27,11123
f31879b6-f879-6118-dcdc-1ab2dd6bbc01,1941-09-23,2013-01-08,999-59-8451,S99983728,X21279983X,Ms.,Treena759,Osinski784,,,S,black,nonhispanic,F,Gloucester  Massachusetts  US,786 Morar Highlands,Quincy,Massachusetts,Norfolk County,25021,02170,42.266906933854614,-71.10125428640191,843808.28,231230.58,39073
f5ab0978-fa72-0231-d18d-adfbfb726826,1951-08-11,,999-76-5270,S99979817,X53255369X,Ms.,Sarina640,Reichel38,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,820 Dooley Gateway Unit 84,Fall River,Massachusetts,Bristol County,25005,02790,41.7120398197856,-71.15737839107507,1249958.18,597201.04,87319
8bb392f1-bc56-c9f9-165a-ffb98a43e097,1989-10-07,,999-33-2335,S99927947,X68291411X,Mrs.,Evelyne208,Hyatt152,,Kirlin939,M,white,nonhispanic,F,Fall River  Massachusetts  US,601 Bashirian Vale Apt 90,Wakefield,Massachusetts,Middlesex County,25017,01880,42.54189451559771,-71.0379983973457,183005.90,1037967.37,117705
6aa204e7-49a6-3a9a-1ebe-39d8b3c9147d,1966-01-26,,999-50-8421,S99969374,X15609476X,Mr.,Lawrence741,Will178,,,D,white,nonhispanic,M,Swansea  Massachusetts  US,205 Schoen Tunnel Suite 63,Falmouth,Massachusetts,Barnstable County,25001,02540,41.550596648454295,-70.56648578537423,257747.03,2218.99,66686
dd82db8e-973a-cba3-cb66-f59fbd6d1052,2005-01-16,,999-61-9452,S99972421,,Mr.,Jean712,Herzog843,,,,white,hispanic,M,Deerfield  Massachusetts  US,225 Williamson Dam,Fall River,Massachusetts,Bristol County,25005,02723,41.62095333550737,-71.1070762318588,3350.00,22519.04,12592
1375dc8f-5416-6532-f5a8-7286adc7fe9d,1953-08-25,,999-45-4418,S99920015,X57811271X,Mr.,Hernán834,Adorno791,JD,,S,asian,hispanic,M,Santiago  Santiago Province  CL,901 Kris Bridge Apt 11,Boston,Massachusetts,Suffolk County,25025,02118,42.27839319513709,-71.1235969842795,14571.94,930677.75,21163
82d2644e-1c9a-16a4-ca88-355b5720ff5d,1941-09-23,,999-82-2849,S99923467,X79707613X,Mrs.,Scarlett814,Wolf938,,Parisian75,M,black,nonhispanic,F,Arlington  Massachusetts  US,348 Satterfield Avenue,Quincy,Massachusetts,Norfolk County,25021,02170,42.22097459058706,-71.0191113381269,759587.70,550571.37,39073
2df0e1ec-0907-870b-8c52-f8316c157f5f,1963-03-18,2014-12-24,999-85-7944,S99976614,X69741381X,Mr.,Lance203,Bogisich202,,,D,white,nonhispanic,M,Milan  Lombardy  IT,1063 Monahan Heights,New Bedford,Massachusetts,Bristol County,25005,02745,41.69518663531427,-70.92186726851021,26534.10,5352211.57,15903
f65d7be2-97f2-a71d-2607-bed47f679010,1953-03-05,,999-42-7023,S99916908,X77877246X,Mr.,Manual570,Walker122,,,W,white,nonhispanic,M,Andover  Massachusetts  US,509 Hegmann Landing,Rockport,Massachusetts,Essex County,25009,01966,42.66081576596964,-70.6396928605462,299258.21,150603.92,89593
bc790a33-8a43-9fdf-31f6-654e4d7fd1a3,1958-12-31,,999-92-5195,S99911399,X47189756X,Mrs.,Lashawn862,Frami345,,Trantow673,M,hawaiian,hispanic,F,Plymouth  Massachusetts  US,506 Runte Camp Unit 31,Boston,Massachusetts,Suffolk County,25025,02118,42.34808927369709,-71.0770550410416,16323.22,1510658.02,1648
926a63fd-c448-db21-a80f-e72646dcae62,2009-09-11,,999-12-3988,,,,Kenneth671,Moore224,,,,white,nonhispanic,M,Sturbridge  Massachusetts  US,883 Schumm Trail Apt 7,Concord,Massachusetts,Middlesex County,,00000,42.42210546859277,-71.4022338877498,15875.15,14561.03,131926
b54c5916-1628-9e35-c6d7-8c3e83bba67d,1959-06-11,2008-10-02,999-50-6540,S99920241,X66282903X,Ms.,Kellee902,Gibson10,,,S,white,nonhispanic,F,Wellesley  Massachusetts  US,595 Harber Dam Unit 60,Middleton,Massachusetts,Essex County,,00000,42.64298590842372,-71.01765064549512,202452.16,829669.18,147331
01ff265a-fbe6-317f-3157-f97c404f4cf5,1949-11-03,2010-01-17,999-49-5354,S99987423,X29224031X,Mr.,Tyree261,Fisher429,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,736 Sauer Wall,Lowell,Massachusetts,Middlesex County,25017,01854,42.621417663604824,-71.34829269377921,111988.18,655826.18,678598
6c38ffc3-f070-b74f-81c9-a90f1c8ec3c2,1994-11-03,,999-31-6123,S99978728,X2357742X,Mrs.,Matilda472,Wilderman619,,Parker433,M,asian,nonhispanic,F,Boston  Massachusetts  US,423 Stehr Estate,Chelmsford,Massachusetts,Middlesex County,,00000,42.6170686136574,-71.36242357091287,225794.02,1167804.43,127235
8f71865c-f979-70b1-f193-34d567b15b98,1980-10-17,,999-10-5686,S99976139,X24523881X,Mr.,Curtis94,Hickle134,,,M,white,nonhispanic,M,Amherst Center  Massachusetts  US,948 Christiansen Byway Unit 13,Pepperell,Massachusetts,Middlesex County,25017,01463,42.630937977097425,-71.59689770528975,50755.01,16368.61,150416
a3db1efd-4ce2-f862-42c0-6c2e56cdd543,1963-08-18,,999-64-9088,S99966010,X30191081X,Mrs.,Glennis930,Gutkowski940,,Kunde533,M,white,nonhispanic,F,Quincy  Massachusetts  US,189 Kihn Junction Apt 65,Hopedale,Massachusetts,Worcester County,25027,01747,42.15093008552822,-71.49690021274051,1222542.09,153444.45,115474
7975a166-478a-b2c4-886a-ac6569ffb32b,1949-11-03,1952-01-15,999-15-5235,,,,Bryon392,Ankunding277,,,,white,nonhispanic,M,Uxbridge  Massachusetts  US,730 Feil Branch,Lowell,Massachusetts,Middlesex County,25017,01852,42.649023180235034,-71.28961518663533,9906.17,17798.77,678598
e305a7bb-b72d-bdb2-860b-a0fceebf7116,1993-10-17,,999-13-7882,S99979241,X19677914X,Ms.,Earlene410,Bartell116,,,S,white,hispanic,F,Stoughton  Massachusetts  US,333 Padberg Viaduct Suite 5,Arlington,Massachusetts,Middlesex County,25017,02476,42.39284377816859,-71.11352255131774,172808.88,986270.37,460948
09e404b0-55e3-27b8-9864-96bf7c4b76a0,2008-12-30,,999-64-8911,,,,Hortense60,Borer986,,,,white,nonhispanic,F,Williamstown  Massachusetts  US,453 Breitenberg Tunnel,Springfield,Massachusetts,Hampden County,25013,01104,42.11439944471016,-72.44275975948804,24651.39,7581.53,42917
d7475fbb-fe9e-ad1a-d059-af22d5446a2e,1963-03-18,,999-19-9415,S99956214,X223909X,Mr.,Josh874,Rodriguez71,,,S,white,nonhispanic,M,Palermo  Sicily  IT,754 Schmidt Crossroad Unit 0,New Bedford,Massachusetts,Bristol County,25005,02745,41.62387291849275,-71.04443410508826,14811.67,879358.78,15903
2dafbfd5-2cec-8b58-d8c3-032a718159e6,1959-06-11,2017-03-23,999-89-4338,S99986272,X10511597X,Mrs.,Karlyn611,Ziemann98,,Watsica258,M,white,nonhispanic,F,Needham  Massachusetts  US,234 Koepp Tunnel Apt 27,Middleton,Massachusetts,Essex County,,00000,42.62529993383567,-70.97472744033921,185793.20,761712.55,147331
60dbffb4-7cbe-c1d3-52f6-a21087884657,1949-11-03,,999-79-6884,S99954498,X62493725X,Mr.,Leopoldo762,Buckridge80,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,236 Watsica Light,Lowell,Massachusetts,Middlesex County,25017,01854,42.665200577329536,-71.29257426726824,72294.58,19799.90,678598
0ed475a3-b6fe-bffe-032f-30df7878309c,1955-04-25,,999-77-1292,S99914674,X10358406X,Mrs.,Evita885,Weissnat378,,Thompson596,D,white,nonhispanic,F,Fitchburg  Massachusetts  US,925 Balistreri Alley Suite 24,Northampton,Massachusetts,Hampshire County,25015,01063,42.31235428418176,-72.62973199102458,352598.57,1713796.98,126412
b79be9b1-f26c-62d1-e7af-b824df2a382a,1995-01-09,,999-87-3416,S99932289,X21908997X,Mrs.,Angelic427,Hermann103,,Hermann103,M,white,nonhispanic,F,Agawam  Massachusetts  US,355 Hansen Arcade Suite 83,Essex,Massachusetts,Essex County,25009,01929,42.62855279817823,-70.7958101270596,49566.14,21478.50,133109
92660e65-45f0-48a2-7766-907e56bc07a3,1959-06-11,,999-90-4612,S99928874,X23033398X,Mrs.,Jacinta658,Wilkinson796,,Vandervort697,M,white,nonhispanic,F,Gardner  Massachusetts  US,1071 Fay Throughway Apt 59,Middleton,Massachusetts,Essex County,,00000,42.57557881474096,-70.9990663007798,301831.13,782589.96,147331
3c9644e4-f381-5d77-a5b3-346dfe83e5fc,1991-06-14,,999-10-5076,S99959634,X61619217X,Mr.,Federico589,Schiller186,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,195 Lynch Street Apt 61,Merrimac,Massachusetts,Essex County,,00000,42.87931612659152,-71.02180580898958,47455.90,0.00,43223
e441ceed-80e6-d35d-bdf2-e82247f10dae,1946-03-24,,999-89-7337,S99920609,X29352879X,Mrs.,Misha8,Hane680,,Towne435,M,white,nonhispanic,F,Ashland  Massachusetts  US,985 Little Parade Apt 62,Sandwich,Massachusetts,Barnstable County,25001,02563,41.72773102212852,-70.44503855429528,1113217.00,582827.43,52885
5ca9e2d6-d6b9-ac65-cf2c-63be3b34fa31,1973-04-04,,999-27-3006,S99995875,X78767510X,Mrs.,Carola944,Bashirian201,,Dooley940,M,white,nonhispanic,F,Framingham  Massachusetts  US,646 Pouros Passage Suite 67,Quincy,Massachusetts,Norfolk County,25021,02169,42.244711882122644,-71.0153141034414,845679.47,338774.15,40510
944f8616-fb51-260f-77b9-0e0003d3d326,2004-12-17,,999-68-9273,S99984360,,Ms.,Martina386,Borer986,,,,white,nonhispanic,F,Boston  Massachusetts  US,923 Kreiger Loaf,North Attleborough,Massachusetts,Bristol County,,00000,41.950068923069956,-71.3240908206135,23821.79,20094.26,156420
8c4bfdab-605b-50a1-1c18-4d986719e66d,2000-09-24,,999-76-3915,S99973265,X39885822X,Ms.,Katerine813,Russel238,,,,white,nonhispanic,F,Fairhaven  Massachusetts  US,668 Langworth Lock,Lowell,Massachusetts,Middlesex County,25017,01854,42.62226145011797,-71.33413021868581,51980.70,78509.30,47258
b532f058-e759-8109-5556-5af223c966c6,2023-01-11,,999-70-7073,,,,Taina903,Bartell116,,,,white,nonhispanic,F,Orange  Massachusetts  US,618 Strosin Parade Apt 14,Fall River,Massachusetts,Bristol County,25005,02790,41.694450556467224,-71.07913142941831,100.00,2474.67,18862
a192a427-824f-910a-aaca-83e28ffe146a,2000-11-22,,999-84-5576,S99983009,X65205573X,Ms.,Dion244,Kessler503,,,,white,nonhispanic,F,Springfield  Massachusetts  US,110 Kassulke Trace Apt 13,Amherst Center,Massachusetts,Hampshire County,,00000,42.34538631895112,-72.47839358516929,18639.74,45115.82,27070
67422989-3993-3a69-9103-3e3208bb843e,1963-06-15,,999-19-7156,S99959406,X43477127X,Mr.,Geraldo282,Bartoletti50,,,S,white,nonhispanic,M,Newton  Massachusetts  US,876 Borer Bay,Attleboro,Massachusetts,Bristol County,44007,02861,41.92886742870323,-71.33180164602535,99542.19,24817.45,174734
